Entité;Localisation de la station;Coordonnées;Paramètres mesurés;Source;Unité de mesure;Mesure;Dernière mise à jour;Commune;EPCI;Département;Région
ATMO PICARDIE;France - ATMO PICARDIE - Trafic Beauvais 1;49.435955,2.084289;NO2;EEA France;µg/m³;10.4;2017-05-25T12:00:00+02:00;Beauvais;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
AIRPARIF;France - AIRPARIF - VILLEMOMBLE;48.881924,2.5072248;O3;EEA France;µg/m³;116.75;2017-07-18T22:00:00+02:00;Villemomble;Métropole du Grand Paris;SEINE-SAINT-DENIS;ILE-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - Les Couronneries;46.586933,0.3585832;NO2;EEA France;µg/m³;3.73;2017-07-18T22:00:00+02:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
AIRPARIF;France - AIRPARIF - MANTES-LA-JOLIE;48.996395,1.7032956;NO2;EEA France;µg/m³;21.25;2017-07-18T22:00:00+02:00;Mantes-la-Jolie;CU Grand Paris Seine et Oise;YVELINES;ILE-DE-FRANCE
AIR PACA;France - AIR PACA - MARSEILLE ST LOUIS;43.348053,5.3606515;NO2;EEA France;µg/m³;35.0;2017-07-18T22:00:00+02:00;Marseille;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - MAZAGRAN;48.06941,-0.76769215;NO2;EEA France;µg/m³;7.9;2017-07-18T22:00:00+02:00;Laval;CA Laval Agglomération;MAYENNE;PAYS DE LA LOIRE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Montferrand;45.797264,3.1138303;NO2;EEA France;µg/m³;6.25;2017-05-25T12:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - PAU TOURASSE;43.31107,-0.35211894;NO2;EEA France;µg/m³;24.25;2017-05-25T12:00:00+02:00;Pau;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
AIR NORMAND;France - AIR NORMAND - Phare d Ailly;49.91634,0.9571819;O3;EEA France;µg/m³;132.25;2017-07-18T22:00:00+02:00;Sainte-Marguerite-sur-Mer;CA de la Région Dieppoise;SEINE-MARITIME;NORMANDIE
AIR PACA;France - AIR PACA - Fos Les Carabins;43.458874,4.9341674;SO2;EEA France;µg/m³;0.0;2017-03-28T08:00:00+02:00;Fos-sur-Mer;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
AIR RHONE ALPES;France - AIR RHONE ALPES - Grenoble Les Frenes;45.16193,5.7355995;PM2.5;EEA France;µg/m³;7.75;2017-05-25T12:00:00+02:00;Grenoble;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - HAUT BEAUJOLAIS;45.961426,4.465714;O3;EEA France;µg/m³;84.5;2017-05-25T12:00:00+02:00;Dième;CA de l'Ouest Rhodanien;RHONE;AUVERGNE-RHONE-ALPES
ATMO GRAND EST;France - ATMO GRAND EST - HAYANGE-MARSPICH;49.33742,6.0820704;PM10;EEA France;µg/m³;5.6;2017-07-18T22:00:00+02:00;Hayange;CA du Val de Fensch;MOSELLE;GRAND EST
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - LA CHAUVINIERE;47.252766,-1.5733364;NO2;EEA France;µg/m³;8.9;2017-07-18T22:00:00+02:00;Nantes;Nantes Métropole;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
Loire-Atlantique;France - Loire-Atlantique - FR23149;47.28611,-2.0322857;SO2;EEA France;µg/m³;0.1;2020-04-28T20:00:00+02:00;Paimbœuf;CC du Sud-Estuaire;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
Nièvre;France - Nièvre - FR26012;47.275017,4.09833;PM10;EEA France;µg/m³;8.9;2020-04-28T18:00:00+02:00;Saint-Brisson;CC Morvan Sommets et Grands Lacs;NIEVRE;BOURGOGNE-FRANCHE-COMTE
Loire;France - Loire - FR29423;46.04111,4.0746593;NO2;EEA France;µg/m³;9.2;2020-04-28T19:00:00+02:00;Roanne;CA Roannais Agglomération;LOIRE;AUVERGNE-RHONE-ALPES
Loire;France - Loire - FR29424;45.42009,4.3954206;NO2;EEA France;µg/m³;6.6;2020-04-28T19:00:00+02:00;Saint-Étienne;Saint-Etienne Métropole;LOIRE;AUVERGNE-RHONE-ALPES
Pyrénées-Atlantiques;France - Pyrénées-Atlantiques - FR31043;43.47022,-1.5538429;O3;EEA France;µg/m³;92.1;2020-04-28T19:00:00+02:00;Biarritz;CA du Pays Basque;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
Creuse;France - Creuse - FR35012;45.80998,2.0599988;O3;EEA France;µg/m³;83.4;2020-04-28T19:00:00+02:00;La Nouaille;CC Creuse Grand Sud;CREUSE;NOUVELLE-AQUITAINE
Drôme;France - Drôme - FR36003;44.94892,4.889881;PM10;EEA France;µg/m³;13.1;2017-12-08T15:00:00+01:00;Bourg-lès-Valence;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
Ardèche;France - Ardèche - FR36007;44.67595,4.673584;SO2;EEA France;µg/m³;7.8;2020-04-28T19:00:00+02:00;Saint-Bauzile;CC Ardèche Rhône Coiron;ARDECHE;AUVERGNE-RHONE-ALPES
Vienne;France - Vienne - FR09015;46.586933,0.3585832;PM10;EEA France;µg/m³;9.7;2020-04-28T18:00:00+02:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
Charente;France - Charente - FR09103;45.647438,0.16716659;PM2.5;EEA France;µg/m³;4.0;2020-04-28T19:00:00+02:00;Angoulême;CA du Grand Angoulême;CHARENTE;NOUVELLE-AQUITAINE
Pas-de-Calais;France - Pas-de-Calais - FR10026;50.957787,1.8900824;PM10;EEA France;µg/m³;23.3;2020-04-28T17:00:00+02:00;Calais;CA du Calaisis;PAS-DE-CALAIS;HAUTS-DE-FRANCE
Marne;France - Marne - FR14012;49.224144,4.0205536;O3;EEA France;µg/m³;94.8;2020-04-28T18:00:00+02:00;Reims;CU du Grand Reims;MARNE;GRAND EST
Ille-et-Vilaine;France - Ille-et-Vilaine - FR19002;48.108654,-1.665764;PM10;EEA France;µg/m³;11.2;2020-04-28T19:00:00+02:00;Rennes;Rennes Métropole;ILLE-ET-VILAINE;BRETAGNE
Rhône;France - Rhône - FR20062;45.757732,4.8542175;PM2.5;EEA France;µg/m³;5.5;2020-04-28T19:00:00+02:00;Lyon;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
Calvados;France - Calvados - FR21021;49.14723,0.22722167;NO2;EEA France;µg/m³;3.9;2020-04-28T20:00:00+02:00;Lisieux;CA Lisieux Normandie;CALVADOS;NORMANDIE
Moselle;France - Moselle - FR22054;49.187405,6.9108653;O3;EEA France;µg/m³;108.4;2020-04-08T13:00:00+02:00;Forbach;CA de Forbach Porte de France;MOSELLE;GRAND EST
Maine-et-Loire;France - Maine-et-Loire - FR23078;47.054443,-0.886111;O3;EEA France;µg/m³;89.1;2020-04-28T20:00:00+02:00;Cholet;CA du Choletais;MAINE-ET-LOIRE;PAYS DE LA LOIRE
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - AMPERE;47.32412,-2.0815673;SO2;EEA France;µg/m³;0.1;2017-03-28T16:00:00+02:00;Donges;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
ATMO OCCITANIE;France - ATMO OCCITANIE - BERTHELOT;43.587193,1.4438891;SO2;EEA France;µg/m³;3.08;2017-07-17T20:00:00+02:00;Toulouse;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BILLERE;43.310806,-0.3911112;PM10;EEA France;µg/m³;27.0;2017-07-18T22:00:00+02:00;Billère;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Douai Theuriet;50.378242,3.0658603;PM2.5;EEA France;µg/m³;11.2;2017-07-18T20:00:00+02:00;Douai;CA du Douaisis (C.A.D.);NORD;HAUTS-DE-FRANCE
ATMO AUVERGNE;France - ATMO AUVERGNE - Edouard Michelin;45.780415,3.1115935;NO2;EEA France;µg/m³;18.33;2017-07-18T22:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02006;43.36112,5.0247173;SO2;EEA France;µg/m³;0.5;2020-03-22T11:00:00+01:00;Martigues;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Seine-Maritime;France - Seine-Maritime - FR05054;49.481087,0.165289;PM10;EEA France;µg/m³;12.15;2018-02-02T15:00:00+01:00;Le Havre;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Clermont-Esplanade Gare;45.775715,3.0962503;PM2.5;EEA France;µg/m³;10.58;2017-05-25T12:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
AIR PAYS DE LA LOIRE;France - AIR PAYS DE LA LOIRE - DELACROIX;46.66072,-1.4368284;O3;EEA France;µg/m³;85.88;2017-05-25T12:00:00+02:00;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;VENDEE;PAYS DE LA LOIRE
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Prés Arènes;43.591553,3.8868935;O3;EEA France;µg/m³;15.8;2016-12-05T19:00:00+01:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
ATMO GRAND EST;France - ATMO GRAND EST - REVIN;49.90778,4.6299977;PM10;EEA France;µg/m³;10.68;2017-04-13T18:00:00+02:00;Les Mazures;CC Vallées et Plateau d'Ardenne;ARDENNES;GRAND EST
ATMO PICARDIE;France - ATMO PICARDIE - SMVO Rieux;49.297894,2.5174477;PM10;EEA France;µg/m³;15.15;2017-03-28T18:00:00+02:00;Rieux;CC des Pays d'Oise et d'Halatte;OISE;HAUTS-DE-FRANCE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Sangatte;50.949863,1.7691691;O3;EEA France;µg/m³;36.2;2017-05-25T12:00:00+02:00;Sangatte;CA du Calaisis;PAS-DE-CALAIS;HAUTS-DE-FRANCE
ATMO AUVERGNE;France - ATMO AUVERGNE - Sembadel;45.274754,3.6879165;O3;EEA France;µg/m³;76.75;2016-12-05T18:00:00+01:00;Sembadel;CA du Puy-en-Velay;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - St DIZIER L. Michel;48.64584,4.9661117;PM2.5;EEA France;µg/m³;9.27;2017-05-27T11:00:00+02:00;Saint-Dizier;CA de Saint-Dizier Der et Blaise;HAUTE-MARNE;GRAND EST
AIR BREIZH;France - AIR BREIZH - StMalo Courtoisville;48.654743,-1.9961374;NO2;EEA France;µg/m³;11.58;2017-07-18T17:00:00+02:00;Saint-Malo;CA du Pays de Saint-Malo - Saint-Malo Agglomération;ILLE-ET-VILAINE;BRETAGNE
ATMO GRAND EST;France - ATMO GRAND EST - Station de FORBACH;49.187405,6.9108653;PM10;EEA France;µg/m³;15.8;2017-05-25T12:00:00+02:00;Forbach;CA de Forbach Porte de France;MOSELLE;GRAND EST
AIRPARIF;France - AIRPARIF - Zone rurale Sud;48.36414,2.23694;PM2.5;EEA France;µg/m³;7.9;2017-07-18T21:00:00+02:00;Bois-Herpin;CA Étampois Sud-Essonne;ESSONNE;ILE-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - ZoodyssOe ChizO;46.143158,-0.39604205;NO2;EEA France;µg/m³;0.0;2017-07-12T18:00:00+02:00;Villiers-en-Bois;CC Mellois-en-Poitou;DEUX-SEVRES;NOUVELLE-AQUITAINE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - place de VERDUN;46.16257,-1.1535985;PM2.5;EEA France;µg/m³;18.0;2017-07-18T22:00:00+02:00;La Rochelle;CA de la Rochelle;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Le Rondeau;45.158382,5.703763;PM10;EEA France;µg/m³;24.83;2017-07-17T09:00:00+02:00;Échirolles;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
AIR LANGUEDOC-ROUSSILLON;France - AIR LANGUEDOC-ROUSSILLON - Les Carmes;42.695778,2.899699;PM2.5;EEA France;µg/m³;4.38;2017-05-03T21:00:00+02:00;Perpignan;CU Perpignan Méditerranée Métropole;PYRENEES-ORIENTALES;OCCITANIE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - Les Couronneries;46.586933,0.3585832;O3;EEA France;µg/m³;112.63;2017-07-18T22:00:00+02:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Nogent sur Oise;49.27639,2.4821708;NO2;EEA France;µg/m³;24.63;2017-07-18T22:00:00+02:00;Nogent-sur-Oise;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - PERIGUEUX;45.189728,0.72722214;NO2;EEA France;µg/m³;2.0;2017-07-18T22:00:00+02:00;Périgueux;CA Le Grand Périgueux;DORDOGNE;NOUVELLE-AQUITAINE
French Guiana;France - French Guiana - FR40008;4.9378443,-52.32094;O3;EEA France;µg/m³;40.7;2020-04-28T19:00:00+02:00;Cayenne;CA du Centre Littoral;GUYANE;GUYANE
AIR LORRAINE;France - AIR LORRAINE - Frolois;48.56547,6.1295824;SO2;EEA France;µg/m³;3.13;2017-05-25T12:00:00+02:00;Frolois;CC Moselle et Madon;MEURTHE-ET-MOSELLE;GRAND EST
AIR RHONE ALPES;France - AIR RHONE ALPES - Grenoble Boulevards;45.180676,5.7200584;NO2;EEA France;µg/m³;47.43;2017-05-25T12:00:00+02:00;Grenoble;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE;France - ATMO AUVERGNE - Issoire Ecole Centre;45.54492,3.2476523;O3;EEA France;µg/m³;114.55;2017-07-18T21:00:00+02:00;Issoire;CA Pays d'Issoire;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
AIR LORRAINE;France - AIR LORRAINE - L Hôpital - Mairie;49.15839,6.7316604;SO2;EEA France;µg/m³;2.18;2016-12-05T18:00:00+01:00;L'Hôpital;CA Saint-Avold Synergie;MOSELLE;GRAND EST
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Le Casset2;44.997005,6.469397;O3;EEA France;µg/m³;98.9;2017-07-17T13:00:00+02:00;Le Monêtier-les-Bains;CC du Briançonnais;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR
Pas-de-Calais;France - Pas-de-Calais - FR28010;50.449165,2.9000044;NO2;EEA France;µg/m³;7.2;2020-04-28T19:00:00+02:00;Harnes;CA de Lens - Liévin;PAS-DE-CALAIS;HAUTS-DE-FRANCE
Meuse;France - Meuse - FR30033;49.065838,5.785555;PM10;EEA France;µg/m³;10.2;2020-04-28T19:00:00+02:00;Jonville-en-Woëvre;CC Côtes de Meuse Woëvre;MEUSE;GRAND EST
Pyrénées-Atlantiques;France - Pyrénées-Atlantiques - FR31013;43.310806,-0.3911112;PM10;EEA France;µg/m³;4.0;2020-04-28T18:00:00+02:00;Billère;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
Cher;France - Cher - FR34032;47.0828,2.405329;PM10;EEA France;µg/m³;4.6;2020-04-28T20:00:00+02:00;Bourges;CA Bourges Plus;CHER;CENTRE-VAL DE LOIRE
Loir-et-Cher;France - Loir-et-Cher - FR34061;47.594517,1.3017397;NO2;EEA France;µg/m³;2.8;2020-04-28T20:00:00+02:00;Blois;CA de Blois Agglopolys;LOIR-ET-CHER;CENTRE-VAL DE LOIRE
Creuse;France - Creuse - FR35005;46.169975,1.869996;NO2;EEA France;µg/m³;0.2;2020-04-28T19:00:00+02:00;Guéret;CA du Grand Guéret;CREUSE;NOUVELLE-AQUITAINE
Corrèze;France - Corrèze - FR35006;45.26002,1.7599972;PM10;EEA France;µg/m³;4.5;2020-04-28T19:00:00+02:00;Tulle;CA Tulle Agglo;CORREZE;NOUVELLE-AQUITAINE
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - MAIRIE REIMS;49.25863,4.031109;SO2;EEA France;µg/m³;0.1;2017-07-18T22:00:00+02:00;Reims;CU du Grand Reims;MARNE;GRAND EST
AIR PACA;France - AIR PACA - MARSEILLE PLOMBIERES;43.31525,5.3875294;NO2;EEA France;µg/m³;123.0;2017-07-18T22:00:00+02:00;Marseille;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - MontbOliard centre;47.510303,6.7940035;PM10;EEA France;µg/m³;16.1;2017-05-25T12:00:00+02:00;Montbéliard;CA Pays de Montbéliard Agglomération;DOUBS;BOURGOGNE-FRANCHE-COMTE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - MontbOliard centre;47.510303,6.7940035;PM10;EEA France;µg/m³;22.6;2017-07-18T22:00:00+02:00;Montbéliard;CA Pays de Montbéliard Agglomération;DOUBS;BOURGOGNE-FRANCHE-COMTE
ATMO GRAND EST;France - ATMO GRAND EST - Nancy-Charles III;48.688198,6.1904345;PM2.5;EEA France;µg/m³;10.65;2017-07-18T22:00:00+02:00;Nancy;Métropole du Grand Nancy;MEURTHE-ET-MOSELLE;GRAND EST
AIRPARIF;France - AIRPARIF - PARIS Centre;48.858997,2.3509989;PM10;EEA France;µg/m³;28.1;2017-07-18T22:00:00+02:00;Paris;Métropole du Grand Paris;PARIS;ILE-DE-FRANCE
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - Poitiers Centre  Augouard;46.583908,0.34555584;PM2.5;EEA France;µg/m³;13.75;2017-07-18T22:00:00+02:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
AIR RHONE ALPES;France - AIR RHONE ALPES - DrOme Rurale Sud-SND;44.56943,5.278968;O3;EEA France;µg/m³;161.0;2017-07-17T20:00:00+02:00;Saint-Nazaire-le-Désert;CC du Diois;DROME;AUVERGNE-RHONE-ALPES
Moselle;France - Moselle - FR01012;49.110256,6.2233396;SO2;EEA France;µg/m³;0.0;2019-08-28T09:00:00+02:00;Metz;Metz Métropole;MOSELLE;GRAND EST
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02013;43.45889,4.934167;NO2;EEA France;µg/m³;16.4;2019-12-19T12:00:00+01:00;Fos-sur-Mer;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Var;France - Var - FR03070;43.43781,6.7683926;PM2.5;EEA France;µg/m³;8.7;2020-04-28T19:00:00+02:00;Fréjus;CA Var Esterel Méditerranée (Cavem);VAR;PROVENCE-ALPES-COTE D'AZUR
Vaucluse;France - Vaucluse - FR03080;43.949757,4.8050795;PM10;EEA France;µg/m³;4.7;2020-04-28T20:00:00+02:00;Avignon;CA du Grand Avignon (Coga);VAUCLUSE;PROVENCE-ALPES-COTE D'AZUR
Seine-Maritime;France - Seine-Maritime - FR05081;49.50402,0.41159368;SO2;EEA France;µg/m³;1.9;2020-04-28T20:00:00+02:00;La Cerlangue;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
Seine-Maritime;France - Seine-Maritime - FR05087;49.498295,0.758833;NO2;EEA France;µg/m³;3.3;2020-04-28T20:00:00+02:00;Notre-Dame-de-Bliquetuit;CA Caux Seine Agglo;SEINE-MARITIME;NORMANDIE
Puy-de-Dôme;France - Puy-de-Dôme - FR07001;45.764668,3.047194;NO2;EEA France;µg/m³;2.4;2017-12-31T19:00:00+01:00;Royat;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
Puy-de-Dôme;France - Puy-de-Dôme - FR07032;45.894196,3.115052;NO2;EEA France;µg/m³;6.68;2018-08-23T14:00:00+02:00;Riom;CA Riom Limagne et Volcans;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
AIRAQ;France - AIRAQ - ANGLET;43.49414,-1.5277737;NO2;EEA France;µg/m³;42.5;2017-05-25T12:00:00+02:00;Anglet;CA du Pays Basque;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BASSENS;44.900303,-0.5147221;PM2.5;EEA France;µg/m³;7.5;2017-05-12T12:00:00+02:00;Bassens;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - COGNAC;45.694706,-0.32336116;NO2;EEA France;µg/m³;11.73;2017-07-18T22:00:00+02:00;Cognac;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Chalon Centre Ville;46.78247,4.8472643;NO2;EEA France;µg/m³;14.0;2017-05-25T12:00:00+02:00;Chalon-sur-Saône;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
Gard;France - Gard - FR08252;44.05353,4.6973624;PM10;EEA France;µg/m³;2.8;2020-04-28T17:00:00+02:00;Saint-Laurent-des-Arbres;CA du Gard Rhodanien;GARD;OCCITANIE
Deux-Sèvres;France - Deux-Sèvres - FR09301;46.82435,-0.13546056;PM10;EEA France;µg/m³;8.8;2020-04-28T19:00:00+02:00;Airvault;CC Airvaudais-Val du Thouet;DEUX-SEVRES;NOUVELLE-AQUITAINE
Ardennes;France - Ardennes - FR14008;49.90778,4.6299977;O3;EEA France;µg/m³;83.1;2020-04-28T19:00:00+02:00;Les Mazures;CC Vallées et Plateau d'Ardenne;ARDENNES;GRAND EST
Haute-Marne;France - Haute-Marne - FR14042;48.64584,4.9661117;SO2;EEA France;µg/m³;5.1;2019-09-20T10:00:00+02:00;Saint-Dizier;CA de Saint-Dizier Der et Blaise;HAUTE-MARNE;GRAND EST
Bas-Rhin;France - Bas-Rhin - FR16038;48.570347,7.7663307;NO2;EEA France;µg/m³;6.5;2020-04-28T19:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
Aisne;France - Aisne - FR18042;49.851337,3.2839983;O3;EEA France;µg/m³;95.4;2020-04-28T19:00:00+02:00;Saint-Quentin;CA du Saint-Quentinois;AISNE;HAUTS-DE-FRANCE
Loire-Atlantique;France - Loire-Atlantique - FR23070;47.283184,-1.7831649;NO2;EEA France;µg/m³;0.6;2020-04-28T20:00:00+02:00;Saint-Étienne-de-Montluc;CC Estuaire et Sillon;LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
ATMO OCCITANIE;France - ATMO OCCITANIE - PrOs ArOnes;43.591553,3.8868935;NO2;EEA France;µg/m³;23.23;2017-05-03T22:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Riom;45.894196,3.115052;NO2;EEA France;µg/m³;9.58;2017-07-18T22:00:00+02:00;Riom;CA Riom Limagne et Volcans;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
LIMAIR;France - LIMAIR - ST JUNIEN - Fontaine;45.890007,0.9000041;O3;EEA France;µg/m³;89.98;2017-05-25T12:00:00+02:00;Saint-Junien;CC Porte Océane du Limousin;HAUTE-VIENNE;NOUVELLE-AQUITAINE
AIR RHONE ALPES;France - AIR RHONE ALPES - Sablons;45.31962,4.772866;O3;EEA France;µg/m³;164.15;2017-07-17T20:00:00+02:00;Sablons;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - St Germain/RhOne;46.07222,5.8208313;O3;EEA France;µg/m³;104.5;2017-05-25T03:00:00+02:00;Saint-Germain-sur-Rhône;CC Usses et Rhône;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
ATMO PICARDIE;France - ATMO PICARDIE - St Pierre Amiens;49.902515,2.304601;PM10;EEA France;µg/m³;12.8;2017-05-18T20:00:00+02:00;Amiens;CA Amiens Métropole;SOMME;HAUTS-DE-FRANCE
AIR NORMAND;France - AIR NORMAND - St Romain de Colbosc;49.528923,0.35873324;SO2;EEA France;µg/m³;1.18;2017-07-18T22:00:00+02:00;Saint-Romain-de-Colbosc;CU Le Havre Seine Métropole;SEINE-MARITIME;NORMANDIE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Tavaux;47.0426,5.400896;NO2;EEA France;µg/m³;7.68;2017-05-25T12:00:00+02:00;Tavaux;CA du Grand Dole;JURA;BOURGOGNE-FRANCHE-COMTE
AIR PACA;France - AIR PACA - VALLEE HUVEAUNE;43.28315,5.5120897;O3;EEA France;µg/m³;118.5;2017-07-18T22:00:00+02:00;La Penne-sur-Huveaune;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
AIR RHONE ALPES;France - AIR RHONE ALPES - Valence Trafic;44.9489,4.8898807;PM2.5;EEA France;µg/m³;14.75;2017-04-20T16:00:00+02:00;Bourg-lès-Valence;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
ATMO POITOU-CHARENTES;France - ATMO POITOU-CHARENTES - place de VERDUN;46.16257,-1.1535985;O3;EEA France;µg/m³;67.83;2017-05-25T12:00:00+02:00;La Rochelle;CA de la Rochelle;CHARENTE-MARITIME;NOUVELLE-AQUITAINE
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - BILLERE;43.310806,-0.3911112;PM2.5;EEA France;µg/m³;10.0;2017-05-25T12:00:00+02:00;Billère;CA Pau Béarn Pyrénées;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - BOSSONS;45.907196,6.845836;NO2;EEA France;µg/m³;38.75;2017-05-25T12:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
AIR NORMAND;France - AIR NORMAND - Base loisirs Poses;49.304867,1.2143695;PM10;EEA France;µg/m³;25.9;2017-07-18T22:00:00+02:00;Val-de-Reuil;CA Seine Eure;EURE;NORMANDIE
